# s_m,x_m,y_m,psi_rad,kappa_radpm,w_tr_right_m,w_tr_left_m
125.81181657,-22.50599910,-3.67944688,1.04309269,-0.06169225,6.00000000,6.00000000
125.91190552,-22.45532668,-3.59311107,1.03680589,-0.06486246,6.00000000,6.00000000
126.01199448,-22.40409625,-3.50710699,1.03010866,-0.06904003,6.00000000,6.00000000
126.11208343,-22.35227594,-3.42146419,1.02298560,-0.07330087,6.00000000,6.00000000
126.21217239,-22.29983386,-3.33621222,1.01543545,-0.07727814,6.00000000,6.00000000
126.31226134,-22.24673812,-3.25138061,1.00751622,-0.07752236,6.00000000,6.00000000
126.41235030,-22.19296632,-3.16699173,0.99991718,-0.06926169,6.00000000,6.00000000
126.51243925,-22.13859696,-3.08299141,0.99365156,-0.05400000,6.00000000,6.00000000
126.61252821,-22.08376952,-2.99927925,0.98910758,-0.03676961,6.00000000,6.00000000
126.71261716,-22.02862432,-2.91575420,0.98629109,-0.01951259,6.00000000,6.00000000
126.81270612,-21.97330168,-2.83231523,0.98520158,-0.00608645,6.00000000,6.00000000
126.91279507,-21.91794192,-2.74886130,0.98507272,-0.01383818,6.00000000,6.00000000
127.01288403,-21.86256281,-2.66538388,0.98243149,-0.05546849,6.00000000,6.00000000
127.11297298,-21.80674845,-2.58220193,0.97396916,-0.11667744,6.00000000,6.00000000
127.21306194,-21.74998703,-2.49970677,0.95907524,-0.18100467,6.00000000,6.00000000
127.31315089,-21.69176673,-2.41828977,0.93773602,-0.24519269,6.00000000,6.00000000
127.41323985,-21.63157575,-2.33834227,0.90999308,-0.30094882,6.00000000,6.00000000
127.51332880,-21.56890939,-2.26025210,0.87749271,-0.33021458,6.00000000,6.00000000
127.61341776,-21.50355182,-2.18426463,0.84389142,-0.33048404,6.00000000,6.00000000
127.71350672,-21.43566961,-2.11043659,0.81133711,-0.31976548,6.00000000,6.00000000
127.81359567,-21.36545559,-2.03881178,0.77988143,-0.30925515,6.00000000,6.00000000
127.91368463,-21.29310261,-1.96943398,0.74943106,-0.29918400,6.00000000,6.00000000
128.01377358,-21.21880350,-1.90234698,0.71999140,-0.28457403,6.00000000,6.00000000
128.11386254,-21.14274843,-1.83756545,0.69246562,-0.25863288,6.00000000,6.00000000
128.21395149,-21.06510457,-1.77485530,0.66821881,-0.22313855,6.00000000,6.00000000
128.31404045,-20.98602749,-1.71385635,0.64779821,-0.18458298,6.00000000,6.00000000
128.41412940,-20.90567262,-1.65420740,0.63126938,-0.14559775,6.00000000,6.00000000
128.51421836,-20.82419543,-1.59554729,0.61865276,-0.11757711,6.00000000,6.00000000
128.61430731,-20.74175118,-1.53751549,0.60773304,-0.14192573,6.00000000,6.00000000
128.71439627,-20.65835956,-1.48020017,0.59024237,-0.24376708,6.00000000,6.00000000
128.81448522,-20.57366955,-1.42491647,0.55893625,-0.38930184,6.00000000,6.00000000
128.91457418,-20.48726736,-1.37318737,0.51231274,-0.54537537,6.00000000,6.00000000
129.01466313,-20.39873919,-1.32653581,0.44976415,-0.70493600,6.00000000,6.00000000
129.11475209,-20.30767123,-1.28648478,0.37120012,-0.82807996,6.00000000,6.00000000
129.21484104,-20.21367385,-1.25450015,0.28400083,-0.84403066,6.00000000,6.00000000
129.31493000,-20.11688690,-1.23079656,0.20224383,-0.75524071,6.00000000,6.00000000
129.41501895,-20.01796562,-1.21437074,0.13281833,-0.63345910,6.00000000,6.00000000
129.51510791,-19.91758656,-1.20416906,0.07543931,-0.51681482,6.00000000,6.00000000
129.61519686,-19.81642630,-1.19913785,0.02936342,-0.40974355,6.00000000,6.00000000
129.71528582,-19.71516140,-1.19822345,-0.00658230,-0.32539846,6.00000000,6.00000000
129.81537477,-19.61437176,-1.20046785,-0.03577417,-0.27440824,6.00000000,6.00000000
129.91546373,-19.51412636,-1.20541839,-0.06151277,-0.24334192,6.00000000,6.00000000
130.01555268,-19.41432601,-1.21278876,-0.08448584,-0.21522554,6.00000000,6.00000000
130.11564164,-19.31487143,-1.22229277,-0.10459616,-0.18629437,6.00000000,6.00000000
130.21573059,-19.21566336,-1.23364422,-0.12177786,-0.15812760,6.00000000,6.00000000
130.31581955,-19.11660301,-1.24655754,-0.13624982,-0.13444705,6.00000000,6.00000000
130.41590850,-19.01763019,-1.26079442,-0.14869119,-0.11657433,6.00000000,6.00000000
130.51599746,-18.91874910,-1.27619542,-0.15958542,-0.10138047,6.00000000,6.00000000
130.61608641,-18.81997005,-1.29260863,-0.16898532,-0.08650167,6.00000000,6.00000000
130.71617537,-18.72130335,-1.30988212,-0.17690115,-0.07185448,6.00000000,6.00000000
130.81626432,-18.62275933,-1.32786397,-0.18336900,-0.05896997,6.00000000,6.00000000
130.91635328,-18.52434671,-1.34640817,-0.18870563,-0.04991925,6.00000000,6.00000000
131.01644223,-18.42605807,-1.36542956,-0.19336173,-0.04395405,6.00000000,6.00000000
131.11653119,-18.32787650,-1.38487865,-0.19750426,-0.03882685,6.00000000,6.00000000
131.21662014,-18.22978494,-1.40470638,-0.20113401,-0.03369868,6.00000000,6.00000000
131.31670910,-18.13176638,-1.42486372,-0.20424999,-0.02871459,6.00000000,6.00000000
131.41679805,-18.03380376,-1.44530163,-0.20688204,-0.02448661,6.00000000,6.00000000
131.51688701,-17.93588323,-1.46597665,-0.20915167,-0.02140725,6.00000000,6.00000000
131.61697596,-17.83800033,-1.48686203,-0.21116730,-0.01895519,6.00000000,6.00000000
131.71706492,-17.74015241,-1.50793411,-0.21294608,-0.01658961,6.00000000,6.00000000
131.81715387,-17.64233679,-1.52916924,-0.21448817,-0.01423221,6.00000000,6.00000000
131.91724283,-17.54455080,-1.55054377,-0.21579505,-0.01205339,6.00000000,6.00000000
132.01733178,-17.44679177,-1.57203434,-0.21690099,-0.01037639,6.00000000,6.00000000
132.11742074,-17.34905703,-1.59362429,-0.21787218,-0.00920429,6.00000000,6.00000000
132.21750969,-17.25134391,-1.61530381,-0.21874349,-0.00821377,6.00000000,6.00000000
132.31759865,-17.15364975,-1.63706341,-0.21951639,-0.00723057,6.00000000,6.00000000
132.41768761,-17.05597189,-1.65889359,-0.22019089,-0.00626244,6.00000000,6.00000000
132.51777656,-16.95830766,-1.68078485,-0.22077000,-0.00540988,6.00000000,6.00000000
132.61786552,-16.86065460,-1.70272827,-0.22127383,-0.00477274,6.00000000,6.00000000
132.71795447,-16.76301145,-1.72471816,-0.22172539,-0.00428032,6.00000000,6.00000000
132.81804343,-16.66537736,-1.74674997,-0.22213065,-0.00381770,6.00000000,6.00000000
132.91813238,-16.56775145,-1.76881914,-0.22248961,-0.00335535,6.00000000,6.00000000
133.01822134,-16.47013288,-1.79092110,-0.22280232,-0.00291319,6.00000000,6.00000000
133.11831029,-16.37252078,-1.81305132,-0.22307277,-0.00254573,6.00000000,6.00000000
133.21839925,-16.27491441,-1.83520603,-0.22331192,-0.00227159,6.00000000,6.00000000
133.31848820,-16.17731321,-1.85738287,-0.22352749,-0.00203965,6.00000000,6.00000000
133.41857716,-16.07971662,-1.87957962,-0.22372021,-0.00181130,6.00000000,6.00000000
133.51866611,-15.98212411,-1.90179404,-0.22389007,-0.00158500,6.00000000,6.00000000
133.61875507,-15.88453512,-1.92402393,-0.22403749,-0.00138564,6.00000000,6.00000000
133.71884402,-15.78694913,-1.94626713,-0.22416745,-0.00124834,6.00000000,6.00000000
133.81893298,-15.68936585,-1.96852240,-0.22428738,-0.00116271,6.00000000,6.00000000
133.91902193,-15.59178513,-1.99078902,-0.22440020,-0.00109183,6.00000000,6.00000000
134.01911089,-15.49420683,-2.01306632,-0.22450594,-0.00102116,6.00000000,6.00000000
134.11919984,-15.39663079,-2.03535359,-0.22460461,-0.00094382,6.00000000,6.00000000
134.21928880,-15.29905688,-2.05765014,-0.22469487,-0.00083174,6.00000000,6.00000000
134.31937775,-15.20148489,-2.07995502,-0.22477111,-0.00066587,6.00000000,6.00000000
134.41946671,-15.10391440,-2.10226644,-0.22482816,-0.00046997,6.00000000,6.00000000
134.51955566,-15.00634497,-2.12458245,-0.22486518,-0.00026977,6.00000000,6.00000000
134.61964462,-14.90877614,-2.14690110,-0.22488217,-0.00007066,6.00000000,6.00000000
134.71973357,-14.81120747,-2.16922042,-0.22487933,0.00009716,6.00000000,6.00000000
134.81982253,-14.71363852,-2.19153852,-0.22486272,0.00017400,6.00000000,6.00000000
134.91991148,-14.61606910,-2.21385460,-0.22484450,0.00015679,6.00000000,6.00000000
135.02000044,-14.51849933,-2.23616914,-0.22483133,0.00010474,6.00000000,6.00000000
135.12008939,-14.42092933,-2.25848265,-0.22482353,0.00005110,6.00000000,6.00000000
135.22017835,-14.32335920,-2.28079567,-0.22482110,-0.00000072,6.00000000,6.00000000
135.32026730,-14.22578909,-2.30310871,-0.22482368,-0.00003786,6.00000000,6.00000000
135.42035626,-14.12821908,-2.32542223,-0.22482868,-0.00004697,6.00000000,6.00000000
135.52044521,-14.03064919,-2.34773624,-0.22483308,-0.00003676,6.00000000,6.00000000
135.62053417,-13.93307938,-2.37005062,-0.22483604,-0.00002239,6.00000000,6.00000000
135.72062312,-13.83550962,-2.39236521,-0.22483756,-0.00000803,6.00000000,6.00000000
135.82071208,-13.73793988,-2.41467989,-0.22483765,0.00000485,6.00000000,6.00000000
135.92080103,-13.64037013,-2.43699450,-0.22483659,0.00001202,6.00000000,6.00000000
136.02088999,-13.54280034,-2.45930896,-0.22483524,0.00001187,6.00000000,6.00000000
136.12097894,-13.44523053,-2.48162331,-0.22483421,0.00000833,6.00000000,6.00000000
136.22106790,-13.34766069,-2.50393758,-0.22483357,0.00000448,6.00000000,6.00000000
136.32115685,-13.25009085,-2.52625180,-0.22483332,0.00000068,6.00000000,6.00000000
136.42124581,-13.15252100,-2.54856602,-0.22483344,-0.00000231,6.00000000,6.00000000
136.52133476,-13.05495117,-2.57088026,-0.22483378,-0.00000339,6.00000000,6.00000000
136.62142372,-12.95738134,-2.59319455,-0.22483412,-0.00000285,6.00000000,6.00000000
136.72151267,-12.85981151,-2.61550886,-0.22483435,-0.00000182,6.00000000,6.00000000
136.82160163,-12.76224169,-2.63782319,-0.22483448,-0.00000079,6.00000000,6.00000000
136.92169058,-12.66467188,-2.66013753,-0.22483451,0.00000018,6.00000000,6.00000000
137.02177954,-12.56710206,-2.68245186,-0.22483445,0.00000080,6.00000000,6.00000000
137.12186850,-12.46953224,-2.70476619,-0.22483435,0.00000089,6.00000000,6.00000000
137.22195745,-12.37196241,-2.72708050,-0.22483427,0.00000066,6.00000000,6.00000000
137.32204641,-12.27439259,-2.74939481,-0.22483422,0.00000038,6.00000000,6.00000000
137.42213536,-12.17682277,-2.77170912,-0.22483419,0.00000010,6.00000000,6.00000000
137.52222432,-12.07925294,-2.79402342,-0.22483420,-0.00000013,6.00000000,6.00000000
137.62231327,-11.98168312,-2.81633773,-0.22483422,-0.00000024,6.00000000,6.00000000
137.72240223,-11.88411329,-2.83865204,-0.22483424,-0.00000022,6.00000000,6.00000000
137.82249118,-11.78654347,-2.86096635,-0.22483426,-0.00000015,6.00000000,6.00000000
137.92258014,-11.68897365,-2.88328066,-0.22483427,-0.00000007,6.00000000,6.00000000
138.02266909,-11.59140382,-2.90559497,-0.22483428,-0.00000000,6.00000000,6.00000000
138.12275805,-11.49383400,-2.92790929,-0.22483427,0.00000005,6.00000000,6.00000000
138.22284700,-11.39626418,-2.95022360,-0.22483427,0.00000007,6.00000000,6.00000000
138.32293596,-11.29869435,-2.97253791,-0.22483426,0.00000005,6.00000000,6.00000000
138.42302491,-11.20112453,-2.99485222,-0.22483426,0.00000003,6.00000000,6.00000000
138.52311387,-11.10355471,-3.01716653,-0.22483425,0.00000001,6.00000000,6.00000000
138.62320282,-11.00598488,-3.03948085,-0.22483425,-0.00000001,6.00000000,6.00000000
138.72329178,-10.90841506,-3.06179516,-0.22483425,-0.00000002,6.00000000,6.00000000
138.82338073,-10.81084524,-3.08410947,-0.22483426,-0.00000002,6.00000000,6.00000000
138.92346969,-10.71327541,-3.10642378,-0.22483426,-0.00000001,6.00000000,6.00000000
139.02355864,-10.61570559,-3.12873809,-0.22483426,-0.00000000,6.00000000,6.00000000
139.12364760,-10.51813577,-3.15105240,-0.22483426,0.00000000,6.00000000,6.00000000
139.22373655,-10.42056594,-3.17336671,-0.22483426,0.00000001,6.00000000,6.00000000
139.32382551,-10.32299612,-3.19568103,-0.22483426,0.00000001,6.00000000,6.00000000
139.42391446,-10.22542630,-3.21799534,-0.22483426,0.00000000,6.00000000,6.00000000
139.52400342,-10.12785647,-3.24030965,-0.22483426,-0.00000001,6.00000000,6.00000000
139.62409237,-10.03028665,-3.26262396,-0.22483426,-0.00000002,6.00000000,6.00000000
139.72418133,-9.93271683,-3.28493827,-0.22483426,-0.00000002,6.00000000,6.00000000
139.82427028,-9.83514700,-3.30725258,-0.22483426,-0.00000002,6.00000000,6.00000000
139.92435924,-9.73757718,-3.32956690,-0.22483426,-0.00000000,6.00000000,6.00000000
140.02444819,-9.64000736,-3.35188121,-0.22483426,0.00000002,6.00000000,6.00000000
140.12453715,-9.54243753,-3.37419552,-0.22483426,0.00000005,6.00000000,6.00000000
140.22462610,-9.44486771,-3.39650983,-0.22483425,0.00000007,6.00000000,6.00000000
140.32471506,-9.34729789,-3.41882414,-0.22483425,0.00000008,6.00000000,6.00000000
140.42480401,-9.24972806,-3.44113845,-0.22483424,0.00000005,6.00000000,6.00000000
140.52489297,-9.15215824,-3.46345276,-0.22483423,-0.00000002,6.00000000,6.00000000
140.62498192,-9.05458841,-3.48576707,-0.22483424,-0.00000012,6.00000000,6.00000000
140.72507088,-8.95701859,-3.50808138,-0.22483426,-0.00000021,6.00000000,6.00000000
140.82515983,-8.85944877,-3.53039569,-0.22483428,-0.00000030,6.00000000,6.00000000
140.92524879,-8.76187895,-3.55271001,-0.22483432,-0.00000029,6.00000000,6.00000000
141.02533774,-8.66430912,-3.57502433,-0.22483434,-0.00000010,6.00000000,6.00000000
141.12542670,-8.56673930,-3.59733865,-0.22483434,0.00000022,6.00000000,6.00000000
141.22551565,-8.46916948,-3.61965297,-0.22483430,0.00000058,6.00000000,6.00000000
141.32560461,-8.37159965,-3.64196728,-0.22483422,0.00000094,6.00000000,6.00000000
141.42569356,-8.27402983,-3.66428158,-0.22483411,0.00000117,6.00000000,6.00000000
141.52578252,-8.17646000,-3.68659587,-0.22483399,0.00000089,6.00000000,6.00000000
141.62587147,-8.07889018,-3.70891015,-0.22483393,-0.00000007,6.00000000,6.00000000
141.72596043,-7.98132035,-3.73122443,-0.22483400,-0.00000136,6.00000000,6.00000000
141.82604938,-7.88375052,-3.75353872,-0.22483420,-0.00000269,6.00000000,6.00000000
141.92613834,-7.78618070,-3.77585304,-0.22483454,-0.00000396,6.00000000,6.00000000
142.02622730,-7.68861088,-3.79816740,-0.22483500,-0.00000427,6.00000000,6.00000000
142.12631625,-7.59104107,-3.82048181,-0.22483539,-0.00000217,6.00000000,6.00000000
142.22640521,-7.49347127,-3.84279625,-0.22483543,0.00000209,6.00000000,6.00000000
142.32649416,-7.39590146,-3.86511067,-0.22483498,0.00000703,6.00000000,6.00000000
142.42658312,-7.29833164,-3.88742502,-0.22483402,0.00001200,6.00000000,6.00000000
142.52667207,-7.20076180,-3.90973925,-0.22483257,0.00001599,6.00000000,6.00000000
142.62676103,-7.10319195,-3.93205331,-0.22483082,0.00001413,6.00000000,6.00000000
142.72684998,-7.00562207,-3.95436719,-0.22482975,0.00000249,6.00000000,6.00000000
142.82693894,-6.90805219,-3.97668103,-0.22483033,-0.00001505,6.00000000,6.00000000
142.92702789,-6.81048232,-3.99899502,-0.22483276,-0.00003357,6.00000000,6.00000000
143.02711685,-6.71291250,-4.02130935,-0.22483704,-0.00005187,6.00000000,6.00000000
143.12720580,-6.61534275,-4.04362420,-0.22484314,-0.00006076,6.00000000,6.00000000
143.22729476,-6.51777308,-4.06593975,-0.22484921,-0.00003960,6.00000000,6.00000000
143.32738371,-6.42020348,-4.08825581,-0.22485107,0.00001515,6.00000000,6.00000000
143.42747267,-6.32263385,-4.11057173,-0.22484618,0.00008345,6.00000000,6.00000000
143.52756162,-6.22506413,-4.13288681,-0.22483436,0.00015258,6.00000000,6.00000000
143.62765058,-6.12749421,-4.15520037,-0.22481563,0.00021506,6.00000000,6.00000000
143.72773953,-6.02992401,-4.17751172,-0.22479131,0.00021308,6.00000000,6.00000000
143.82782849,-5.93235349,-4.19982042,-0.22477298,0.00007827,6.00000000,6.00000000
143.92791744,-5.83478283,-4.22212811,-0.22477565,-0.00015550,6.00000000,6.00000000
144.02800640,-5.73721237,-4.24443735,-0.22480411,-0.00041333,6.00000000,6.00000000
144.12809535,-5.63964243,-4.26675071,-0.22485839,-0.00067099,6.00000000,6.00000000
144.22818431,-5.54207333,-4.28907079,-0.22493842,-0.00084532,6.00000000,6.00000000
144.32827326,-5.44450539,-4.31140013,-0.22502760,-0.00065965,6.00000000,6.00000000
144.42836222,-5.34693853,-4.33373800,-0.22507047,0.00002516,6.00000000,6.00000000
144.52845117,-5.24937167,-4.35607590,-0.22502256,0.00096000,6.00000000,6.00000000
144.62854013,-5.15180360,-4.37840422,-0.22487830,0.00192278,6.00000000,6.00000000
144.72862908,-5.05423312,-4.40071332,-0.22463767,0.00284927,6.00000000,6.00000000
144.82871804,-4.95665903,-4.42299360,-0.22430794,0.00310469,6.00000000,6.00000000
144.92880699,-4.85908029,-4.44523689,-0.22401617,0.00163697,6.00000000,6.00000000
145.02889595,-4.76149888,-4.46745893,-0.22398025,-0.00142344,6.00000000,6.00000000
145.12898490,-4.66391924,-4.48969505,-0.22430111,-0.00500221,6.00000000,6.00000000
145.22907386,-4.56634587,-4.51198114,-0.22498158,-0.00859431,6.00000000,6.00000000
145.32916281,-4.46878329,-4.53435308,-0.22602151,-0.01153525,6.00000000,6.00000000
145.42925177,-4.37123598,-4.55684678,-0.22729069,-0.01034749,6.00000000,6.00000000
145.52934072,-4.27370521,-4.57947217,-0.22809284,-0.00208399,6.00000000,6.00000000
145.62942968,-4.17617802,-4.60212608,-0.22770785,0.01054882,6.00000000,6.00000000
145.72951863,-4.07863760,-4.62467457,-0.22598120,0.02396052,6.00000000,6.00000000
145.82960759,-3.98106712,-4.64698368,-0.22291149,0.03726096,6.00000000,6.00000000
145.92969654,-3.88344978,-4.66891945,-0.21852238,0.04408985,6.00000000,6.00000000
146.02978550,-3.78576940,-4.69035314,-0.21408567,0.02946555,6.00000000,6.00000000
146.12987445,-3.68804105,-4.71140472,-0.21262403,-0.00979623,6.00000000,6.00000000
146.22996341,-3.59032413,-4.73254727,-0.21604666,-0.05922149,6.00000000,6.00000000
146.33005236,-3.49268138,-4.75428071,-0.22447886,-0.10914255,6.00000000,6.00000000
146.43014132,-3.39517558,-4.77710496,-0.23789459,-0.15436721,6.00000000,6.00000000
146.53023027,-3.29786947,-4.80151994,-0.25537977,-0.15433814,6.00000000,6.00000000
146.63031923,-3.20080398,-4.82785157,-0.26878968,-0.05975377,6.00000000,6.00000000
146.73040819,-3.10383692,-4.85496728,-0.26734115,0.10703500,6.00000000,6.00000000
146.83049714,-3.00673474,-4.88100669,-0.24736363,0.29359696,6.00000000,6.00000000
146.93058610,-2.90926322,-4.90410406,-0.20856953,0.48302825,6.00000000,6.00000000
147.03067505,-2.81118814,-4.92239363,-0.15067205,0.65746193,6.00000000,6.00000000
147.13076401,-2.71227573,-4.93401123,-0.07696017,0.75689020,6.00000000,6.00000000
147.23085296,-2.61248246,-4.93771632,0.00084065,0.75136956,6.00000000,6.00000000
147.33094192,-2.51224498,-4.93384307,0.07344742,0.69554974,6.00000000,6.00000000
147.43103087,-2.41207460,-4.92297035,0.14007434,0.63880372,6.00000000,6.00000000
147.53111983,-2.31248261,-4.90567703,0.20132181,0.58861098,6.00000000,6.00000000
147.63120878,-2.21398031,-4.88254198,0.25790126,0.54946697,6.00000000,6.00000000
147.73129774,-2.11706878,-4.85413165,0.31131296,0.52701412,6.00000000,6.00000000
147.83138669,-2.02206442,-4.82078809,0.36339785,0.51757955,6.00000000,6.00000000
147.93147565,-1.92912312,-4.78265834,0.41492095,0.51217767,6.00000000,6.00000000
148.03156460,-1.83839543,-4.73988294,0.46592450,0.50714581,6.00000000,6.00000000
148.13165356,-1.75003190,-4.69260244,0.51644034,0.50181431,6.00000000,6.00000000
148.23174251,-1.66418310,-4.64095737,0.56637664,0.49239087,6.00000000,6.00000000
148.33183147,-1.58098343,-4.58510985,0.61500611,0.47546709,6.00000000,6.00000000
148.43192042,-1.50049011,-4.52532520,0.66155465,0.45414875,6.00000000,6.00000000
148.53200938,-1.42273727,-4.46189956,0.70591666,0.43286418,6.00000000,6.00000000
148.63209833,-1.34775905,-4.39512909,0.74820450,0.41279957,6.00000000,6.00000000
148.73218729,-1.27558957,-4.32530995,0.78855002,0.39416517,6.00000000,6.00000000
148.83227624,-1.20626247,-4.25273773,0.82710766,0.37691140,6.00000000,6.00000000
148.93236520,-1.13977567,-4.17766632,0.86399935,0.36044749,6.00000000,6.00000000
149.03245415,-1.07606819,-4.10028087,0.89926128,0.34422937,6.00000000,6.00000000
149.13254311,-1.01507354,-4.02076009,0.93290647,0.32820189,6.00000000,6.00000000
149.23263206,-0.95672523,-3.93928271,0.96496005,0.31250300,6.00000000,6.00000000
149.33272102,-0.90095678,-3.85602744,0.99546267,0.29749554,6.00000000,6.00000000
149.43280997,-0.84770089,-3.77117001,1.02451208,0.28351990,6.00000000,6.00000000
149.53289893,-0.79688088,-3.68485119,1.05221709,0.27030321,6.00000000,6.00000000
149.63298788,-0.74841401,-3.59718910,1.07862081,0.25736952,6.00000000,6.00000000
149.73307684,-0.70221741,-3.50830146,1.10373678,0.24459446,6.00000000,6.00000000
149.83316579,-0.65820822,-3.41830598,1.12758322,0.23214011,6.00000000,6.00000000
149.93325475,-0.61630358,-3.32732038,1.15020610,0.22058914,6.00000000,6.00000000
150.03334370,-0.57642188,-3.23545358,1.17174030,0.21031422,6.00000000,6.00000000
150.13343266,-0.53848644,-3.14278006,1.19230636,0.20076604,6.00000000,6.00000000
150.23352161,-0.50242175,-3.04936597,1.21192922,0.19136776,6.00000000,6.00000000
150.33361057,-0.46815233,-2.95527743,1.23061396,0.18203513,6.00000000,6.00000000
150.43369952,-0.43560267,-2.86058060,1.24836864,0.17301107,6.00000000,6.00000000
150.53378848,-0.40469738,-2.76534140,1.26524696,0.16483678,6.00000000,6.00000000
150.63387743,-0.37536699,-2.66961518,1.28136532,0.15761056,6.00000000,6.00000000
150.73396639,-0.34755086,-2.57344140,1.29679711,0.15078732,6.00000000,6.00000000
150.83405534,-0.32118909,-2.47685823,1.31154961,0.14401479,6.00000000,6.00000000
150.93414430,-0.29622177,-2.37990382,1.32562569,0.13729911,6.00000000,6.00000000
151.03423325,-0.27258899,-2.28261634,1.33903386,0.13093466,6.00000000,6.00000000
151.13432221,-0.25023165,-2.18503310,1.35183592,0.12531982,6.00000000,6.00000000
151.23441116,-0.22909935,-2.08718194,1.36412012,0.12031746,6.00000000,6.00000000
151.33450012,-0.20914715,-1.98908481,1.37592081,0.11549477,6.00000000,6.00000000
151.43458908,-0.19033020,-1.89076355,1.38723962,0.11068766,6.00000000,6.00000000
151.53467803,-0.17260363,-1.79224004,1.39807804,0.10594436,6.00000000,6.00000000
151.63476699,-0.15592259,-1.69353613,1.40844734,0.10149454,6.00000000,6.00000000
151.73485594,-0.14024385,-1.59467202,1.41839500,0.09751087,6.00000000,6.00000000
151.83494490,-0.12553057,-1.49566152,1.42796686,0.09380141,6.00000000,6.00000000
151.93503385,-0.11174742,-1.39651690,1.43717197,0.09013950,6.00000000,6.00000000
152.03512281,-0.09885908,-1.29725041,1.44601080,0.08648544,6.00000000,6.00000000
152.13521176,-0.08683023,-1.19787431,1.45448445,0.08297615,6.00000000,6.00000000
152.23530072,-0.07562565,-1.09840084,1.46262079,0.07994405,6.00000000,6.00000000
152.33538967,-0.06521524,-0.99884025,1.47048748,0.07747027,6.00000000,6.00000000
152.43547863,-0.05557674,-0.89919980,1.47812863,0.07523498,6.00000000,6.00000000
152.53556758,-0.04668853,-0.79948652,1.48554786,0.07301952,6.00000000,6.00000000
152.63565654,-0.03852900,-0.69970742,1.49274552,0.07080773,6.00000000,6.00000000
152.73574549,-0.03107654,-0.59986951,1.49972201,0.06860031,6.00000000,6.00000000
152.83583445,-0.02430954,-0.49997981,1.50647779,0.06639781,6.00000000,6.00000000
152.93592340,-0.01820639,-0.40004533,1.51301338,0.06420073,6.00000000,6.00000000
153.03601236,-0.01274547,-0.30007310,1.51932936,0.06200943,6.00000000,6.00000000
153.13610131,-0.00790518,-0.20007012,1.52542630,0.05982421,6.00000000,6.00000000
153.23619027,-0.00366389,-0.10004342,1.53130484,0.04377802,6.00000000,6.00000000
153.33627922,0.00000000,0.00000000,1.53418969,0.02882289,6.00000000,6.00000000
